einwohner	plz	qkm	geometry
21247	66440	108.354694	POLYGON ((7.1786598 49.2503233, 7.1850119 49.2514738, 7.184767599999999 49.2574476, 7.1883312 49.259758, 7.2053818 49.2708909, 7.2221262 49.2668859, 7.239233900000001 49.2713694, 7.250299200000001 49.266632, 7.255050799999999 49.277002, 7.2642828 49.2798912, 7.286294500000001 49.2949205, 7.292332 49.2987447, 7.3041092 49.2909272, 7.2992389 49.289153, 7.302563200000001 49.2875567, 7.293357300000001 49.2869068, 7.282647599999999 49.2802292, 7.285472900000001 49.2760025, 7.2971879 49.2731938, 7.296154999999999 49.2748499, 7.302159799999999 49.2746424, 7.2986915 49.2653915, 7.2887975 49.260232, 7.2985279 49.2580872, 7.3031392 49.2595594, 7.3038409 49.26379010000001, 7.30795 49.2634954, 7.312070899999999 49.2558759, 7.306347200000001 49.2561614, 7.304175 49.2454995, 7.289297899999999 49.2381773, 7.2942998 49.2346636, 7.2889466 49.2304181, 7.3040304 49.2221488, 7.298452000000001 49.2136187, 7.3013272 49.2097028, 7.295621 49.2053629, 7.3039352 49.205647, 7.3198038 49.1899493, 7.3383988 49.1843799, 7.3359768 49.1756873, 7.3430409 49.1730626, 7.3502261 49.1629127, 7.3612202 49.1613038, 7.3627273 49.158362, 7.368961800000001 49.1616885, 7.3625407 49.1564375, 7.3626813 49.1432614, 7.3300216 49.1449957, 7.313659100000001 49.1371876, 7.3102707 49.1295768, 7.3008138 49.1357078, 7.3036678 49.1472452, 7.3073396 49.149166, 7.303641900000001 49.1541718, 7.299515000000001 49.1536099, 7.276218200000001 49.1629066, 7.270630999999999 49.1721803, 7.260350000000001 49.1704572, 7.270079400000001 49.1792968, 7.263301000000001 49.1812297, 7.2541853 49.179883, 7.2486969 49.1867192, 7.2438823 49.1808726, 7.238922499999999 49.1820823, 7.2301379 49.176504, 7.2134415 49.18487520000001, 7.212487700000001 49.1929062, 7.2023569 49.1946543, 7.1998055 49.2116375, 7.187505300000001 49.2070354, 7.1800248 49.2116146, 7.1800926 49.224796, 7.1861771 49.2412946, 7.191183300000001 49.2444071, 7.1786598 49.2503233))
18054	66450	31.231331	POLYGON ((7.2615278 49.3970621, 7.2742662 49.4020038, 7.2845867 49.4023088, 7.2928486 49.4078807, 7.2970677 49.4045753, 7.2943284 49.4010427, 7.2988987 49.3984403, 7.289663 49.3932298, 7.289704099999999 49.3896592, 7.3032371 49.3891973, 7.3021548 49.3859717, 7.281082199999999 49.3857764, 7.2737168 49.3823832, 7.275300800000001 49.3755729, 7.286050700000001 49.3640383, 7.2851349 49.3607309, 7.305666 49.357622, 7.3004452 49.3404302, 7.287512000000001 49.3376787, 7.2881337 49.3305757, 7.2721258 49.3219075, 7.268947299999999 49.3230018, 7.263038299999999 49.3242324, 7.2625695 49.326959, 7.254688800000001 49.3263268, 7.243895800000001 49.3300009, 7.2374279 49.3344504, 7.2342546 49.3400982, 7.2379755 49.34097040000001, 7.240754900000001 49.347652, 7.2404897 49.3565073, 7.2341061 49.3614183, 7.2253013 49.3611704, 7.219616099999999 49.3638411, 7.2213719 49.3698794, 7.2385294 49.382621, 7.2506556 49.3858596, 7.255087 49.3973113, 7.2615278 49.3970621))
6784	66453	57.277397	POLYGON ((7.2023569 49.1946543, 7.212487700000001 49.1929062, 7.2134415 49.18487520000001, 7.2301379 49.176504, 7.238922499999999 49.1820823, 7.2438823 49.1808726, 7.2486969 49.1867192, 7.2541853 49.179883, 7.263301000000001 49.1812297, 7.270079400000001 49.1792968, 7.260350000000001 49.1704572, 7.270630999999999 49.1721803, 7.276218200000001 49.1629066, 7.299515000000001 49.1536099, 7.303641900000001 49.1541718, 7.3073396 49.149166, 7.3036678 49.1472452, 7.3008138 49.1357078, 7.3102707 49.1295768, 7.293555600000001 49.1149892, 7.2826221 49.1169391, 7.2817804 49.1245431, 7.2658046 49.1227567, 7.244965100000001 49.1300153, 7.2055047 49.123553, 7.1983217 49.1152079, 7.1966464 49.1217049, 7.186157400000001 49.1311852, 7.163249800000001 49.12681820000001, 7.1596145 49.1314718, 7.1589674 49.1390109, 7.1637818 49.1473516, 7.1608311 49.15032, 7.1689563 49.1577754, 7.184444600000001 49.1634523, 7.180144 49.1787273, 7.193608600000001 49.1853015, 7.2023569 49.1946543))
10039	66459	31.186304	POLYGON ((7.184605299999999 49.2855938, 7.244223799999999 49.3026499, 7.2513817 49.310885, 7.2419377 49.3148932, 7.2515222 49.3196602, 7.2626798 49.317245, 7.268947299999999 49.3230018, 7.2721258 49.3219075, 7.2881337 49.3305757, 7.287512000000001 49.3376787, 7.3004452 49.3404302, 7.3164228 49.3214928, 7.298280200000001 49.3108912, 7.2998712 49.30661340000001, 7.304383200000001 49.305755, 7.304457700000001 49.3008785, 7.280555000000001 49.3009355, 7.286294500000001 49.2949205, 7.2642828 49.2798912, 7.255050799999999 49.277002, 7.250299200000001 49.266632, 7.239233900000001 49.2713694, 7.2221262 49.2668859, 7.2053818 49.2708909, 7.1883312 49.259758, 7.1876557 49.2738675, 7.193569900000001 49.2780096, 7.184605299999999 49.2855938))
20341	66538	13.832806	POLYGON ((7.205236800000001 49.3560843, 7.217137800000001 49.3535109, 7.2092162 49.3483698, 7.211573899999999 49.3420477, 7.205157299999999 49.3287136, 7.180403 49.3200188, 7.1742101 49.3257611, 7.1551202 49.323366, 7.1570296 49.331296, 7.1476703 49.3402412, 7.1480688 49.3492292, 7.174651599999999 49.3551563, 7.178488 49.3537764, 7.1804397 49.3570593, 7.205236800000001 49.3560843))
12273	66539	25.925256	POLYGON ((7.1875312 49.3057233, 7.1835258 49.3103013, 7.1884329 49.31291950000001, 7.180403 49.3200188, 7.205157299999999 49.3287136, 7.211573899999999 49.3420477, 7.2092162 49.3483698, 7.217137800000001 49.3535109, 7.205236800000001 49.3560843, 7.205534500000001 49.358855, 7.219616099999999 49.3638411, 7.2253013 49.3611704, 7.2341061 49.3614183, 7.2404897 49.3565073, 7.240754900000001 49.347652, 7.2379755 49.34097040000001, 7.2342546 49.3400982, 7.2374279 49.3344504, 7.243895800000001 49.3300009, 7.254688800000001 49.3263268, 7.2625695 49.326959, 7.263038299999999 49.3242324, 7.268947299999999 49.3230018, 7.2626798 49.317245, 7.2515222 49.3196602, 7.2419377 49.3148932, 7.2513817 49.310885, 7.244223799999999 49.3026499, 7.184605299999999 49.2855938, 7.179731799999999 49.2918744, 7.1878698 49.2965846, 7.184724299999999 49.3024549, 7.1875312 49.3057233))
13630	66540	35.626303	POLYGON ((7.1146049 49.3372628, 7.1215006 49.3378401, 7.1170516 49.3415245, 7.1245276 49.3414499, 7.1408222 49.3543062, 7.142154 49.3684709, 7.146261600000001 49.3688687, 7.1505436 49.3863119, 7.1536607 49.3900526, 7.1698596 49.393392, 7.1768638 49.3843532, 7.1923795 49.3932476, 7.205604 49.3936412, 7.211655699999999 49.3891099, 7.2194632 49.3950063, 7.235887600000001 49.3967544, 7.2413006 49.4069584, 7.2484325 49.4072254, 7.260136500000001 49.4030065, 7.2615278 49.3970621, 7.255087 49.3973113, 7.2506556 49.3858596, 7.2385294 49.382621, 7.2213719 49.3698794, 7.219616099999999 49.3638411, 7.205534500000001 49.358855, 7.205236800000001 49.3560843, 7.1804397 49.3570593, 7.178488 49.3537764, 7.174651599999999 49.3551563, 7.1480688 49.3492292, 7.1476703 49.3402412, 7.1570296 49.331296, 7.1551202 49.323366, 7.1476294 49.32091, 7.1343747 49.3232987, 7.1169263 49.3208234, 7.113356800000001 49.3231012, 7.1058824 49.33185450000001, 7.1143692 49.3340823, 7.1146049 49.3372628))
17036	66557	36.449393	POLYGON ((7.0549983 49.4164366, 7.059899 49.4092586, 7.0693299 49.4117678, 7.0814948 49.4105977, 7.0911013 49.4144414, 7.0964633 49.4125151, 7.1044824 49.4159566, 7.113422000000001 49.407446, 7.1213252 49.4045648, 7.1241885 49.396513, 7.1079927 49.3965945, 7.1066177 49.3926765, 7.0901642 49.3893551, 7.0891424 49.38524780000001, 7.0951979 49.385587, 7.0985625 49.3777251, 7.064396 49.3802675, 7.0628974 49.376874, 7.0705819 49.3752603, 7.0680325 49.3732353, 7.0724278 49.369683, 7.0702941 49.3648137, 7.0542384 49.3650783, 7.0470713 49.36077340000001, 7.0433173 49.3619109, 7.0387287 49.3586189, 7.0404715 49.3552214, 7.023342 49.3502608, 7.017144500000001 49.3499417, 7.0142605 49.3498874, 7.0208045 49.3591984, 7.0154683 49.3571616, 7.010563 49.3599543, 7.0000185 49.3590194, 6.9954871 49.367928, 6.9947065 49.3840741, 7.0059997 49.3867764, 7.0057763 49.3901284, 7.0142408 49.3951251, 7.0204833 49.3942326, 7.0201609 49.3994529, 7.0313113 49.4017509, 7.029082 49.4071885, 7.0390581 49.4084315, 7.0549983 49.4164366))
14960	66564	45.385365	POLYGON ((7.1024575 49.4208236, 7.107719000000001 49.4235412, 7.102942600000001 49.4243422, 7.10765 49.4293013, 7.1153459 49.4288857, 7.1148909 49.42698990000001, 7.1196413 49.4298885, 7.124366600000001 49.42677590000001, 7.1299078 49.4292096, 7.133778300000001 49.42034060000001, 7.1485802 49.4160871, 7.1698991 49.42335430000001, 7.1927665 49.4271893, 7.195051499999999 49.43191040000001, 7.206684799999999 49.4345541, 7.2078711 49.4410854, 7.226716 49.42911470000001, 7.2357607 49.4275049, 7.2528242 49.431235, 7.261117200000001 49.423384, 7.272781400000001 49.4242243, 7.282267 49.4174601, 7.291253 49.4158558, 7.2928486 49.4078807, 7.2845867 49.4023088, 7.2742662 49.4020038, 7.2615278 49.3970621, 7.260136500000001 49.4030065, 7.2484325 49.4072254, 7.2413006 49.4069584, 7.235887600000001 49.3967544, 7.2194632 49.3950063, 7.211655699999999 49.3891099, 7.205604 49.3936412, 7.1923795 49.3932476, 7.1768638 49.3843532, 7.1698596 49.393392, 7.1536607 49.3900526, 7.1505436 49.3863119, 7.1241885 49.396513, 7.1213252 49.4045648, 7.113422000000001 49.407446, 7.1044824 49.4159566, 7.0964633 49.4125151, 7.0911013 49.4144414, 7.0941264 49.4217589, 7.1024575 49.4208236))
17740	66571	46.75922	POLYGON ((6.9893499 49.4366717, 6.9953289 49.4379674, 6.9957489 49.4347189, 7.009657 49.4332691, 7.009219 49.4306064, 7.0177818 49.4308963, 7.0176459 49.4272758, 7.023408 49.4239381, 7.0407676 49.4223053, 7.0475786 49.4268028, 7.0549983 49.4164366, 7.0390581 49.4084315, 7.029082 49.4071885, 7.0313113 49.4017509, 7.0201609 49.3994529, 7.0204833 49.3942326, 7.0142408 49.3951251, 7.0057763 49.3901284, 7.0059997 49.3867764, 6.9947065 49.3840741, 6.9954871 49.367928, 7.0000185 49.3590194, 6.9645929 49.35647980000001, 6.9573886 49.3648669, 6.956566700000001 49.3738967, 6.949818600000001 49.3736187, 6.9441994 49.3776043, 6.9390192 49.3820298, 6.9392837 49.3885481, 6.9352677 49.3896939, 6.9387742 49.3930505, 6.930821300000001 49.397762, 6.9232704 49.3958962, 6.9298086 49.4023364, 6.9174973 49.4128644, 6.9235329 49.4142873, 6.9229976 49.4214691, 6.9313553 49.4246538, 6.9320057 49.4288838, 6.9406059 49.424678, 6.9520035 49.4241073, 6.9663652 49.4318382, 6.9893499 49.4366717))
15999	66578	21.395578	POLYGON ((7.0985625 49.3777251, 7.0951979 49.385587, 7.0891424 49.38524780000001, 7.0901642 49.3893551, 7.1066177 49.3926765, 7.1079927 49.3965945, 7.1241885 49.396513, 7.1505436 49.3863119, 7.146261600000001 49.3688687, 7.142154 49.3684709, 7.1408222 49.3543062, 7.1245276 49.3414499, 7.1170516 49.3415245, 7.1215006 49.3378401, 7.1146049 49.3372628, 7.101031100000001 49.3378289, 7.0999193 49.3406665, 7.0938972 49.33753, 7.0865545 49.3467799, 7.0792437 49.3547328, 7.0847435 49.3562549, 7.0936051 49.3651379, 7.1028354 49.3668354, 7.0985625 49.3777251))
13507	66583	11.430562	POLYGON ((7.106062000000001 49.3156958, 7.113356800000001 49.3231012, 7.1169263 49.3208234, 7.1343747 49.3232987, 7.1476294 49.32091, 7.1551202 49.323366, 7.1742101 49.3257611, 7.180403 49.3200188, 7.1884329 49.31291950000001, 7.1835258 49.3103013, 7.1875312 49.3057233, 7.1719151 49.3040537, 7.1613204 49.2958181, 7.1578703 49.3011433, 7.139172800000001 49.301147, 7.1168495 49.3098952, 7.106062000000001 49.3156958))
10244	66589	12.748606	POLYGON ((7.023342 49.3502608, 7.0404715 49.3552214, 7.0387287 49.3586189, 7.0433173 49.3619109, 7.0470713 49.36077340000001, 7.0542384 49.3650783, 7.0702941 49.3648137, 7.0724278 49.369683, 7.0680325 49.3732353, 7.0705819 49.3752603, 7.0628974 49.376874, 7.064396 49.3802675, 7.0985625 49.3777251, 7.1028354 49.3668354, 7.0936051 49.3651379, 7.0847435 49.3562549, 7.0792437 49.3547328, 7.0865545 49.3467799, 7.0751338 49.3444011, 7.0710404 49.32892880000001, 7.061843900000001 49.3307889, 7.0602949 49.3427953, 7.0523232 49.345354, 7.0470814 49.3428767, 7.0427254 49.34959500000001, 7.0281416 49.3479835, 7.023342 49.3502608))
26246	66606	113.276772	POLYGON ((7.0820047 49.501347, 7.1103936 49.5045072, 7.1294422 49.5114119, 7.1310892 49.506944, 7.1427616 49.5073687, 7.151338 49.4924311, 7.1493459 49.48641420000001, 7.1539155 49.4855078, 7.1647946 49.4878147, 7.165084300000001 49.4911162, 7.1742797 49.4927058, 7.183334400000001 49.500103, 7.1834964 49.4980546, 7.194611000000001 49.4994469, 7.2066026 49.5078838, 7.2059316 49.5018639, 7.216592500000001 49.5066333, 7.2186501 49.51071480000001, 7.255660200000001 49.4992609, 7.267301700000001 49.5006224, 7.269444799999999 49.5045826, 7.2814185 49.5051704, 7.2852653 49.5045087, 7.282681400000001 49.5014225, 7.2871604 49.4988799, 7.2781844 49.4841756, 7.2930333 49.4818069, 7.2959949 49.4833477, 7.305642499999999 49.4741398, 7.299354699999999 49.465748, 7.2863133 49.4599104, 7.2873842 49.4564158, 7.2462765 49.4461825, 7.2553578 49.4405665, 7.2504577 49.4349733, 7.2528242 49.431235, 7.2357607 49.4275049, 7.226716 49.42911470000001, 7.2078711 49.4410854, 7.206684799999999 49.4345541, 7.195051499999999 49.43191040000001, 7.1927665 49.4271893, 7.1698991 49.42335430000001, 7.1485802 49.4160871, 7.133778300000001 49.42034060000001, 7.1299078 49.4292096, 7.124366600000001 49.42677590000001, 7.1196413 49.4298885, 7.1148909 49.42698990000001, 7.1153459 49.4288857, 7.10765 49.4293013, 7.102942600000001 49.4243422, 7.107719000000001 49.4235412, 7.1024575 49.4208236, 7.1015575 49.43464040000001, 7.0934682 49.4409508, 7.0929931 49.4511853, 7.111932000000001 49.4585817, 7.1031517 49.4615433, 7.0929464 49.460167, 7.0887729 49.464265, 7.0890059 49.4807929, 7.0677384 49.4971727, 7.0820047 49.501347))
8870	66620	66.45615	POLYGON ((6.8918945 49.6130328, 6.8951041 49.6158895, 6.9062555 49.6141737, 6.9206664 49.6165614, 6.9294601 49.6125249, 6.927701700000001 49.6181803, 6.9349971 49.6159446, 6.9375941 49.6178007, 6.9342724 49.6217569, 6.9380259 49.62472450000001, 6.9333866 49.6310668, 6.9447108 49.6359292, 6.9486645 49.6350907, 6.951336 49.6251485, 6.9583 49.6307179, 6.9599357 49.62888310000001, 6.9665318 49.6304579, 6.9751275 49.6354974, 6.9783511 49.6358443, 6.9784011 49.6326057, 6.9889036 49.6329906, 6.9915677 49.635465, 6.986088 49.621078, 7.0013558 49.6313008, 7.0085198 49.6295407, 7.0062532 49.6255741, 7.0131271 49.6238194, 7.0176289 49.6094419, 7.0295935 49.6039947, 7.039776100000001 49.6053336, 7.0361613 49.5983948, 7.0414401 49.5954149, 7.0351053 49.5867248, 7.0204797 49.5840631, 7.0120891 49.5878378, 7.0090715 49.5853369, 7.0207962 49.5801041, 7.0149436 49.5755484, 7.0169488 49.5721921, 7.0133786 49.5697732, 7.0084822 49.5722141, 6.9963414 49.5707619, 6.990853 49.5635301, 6.9964992 49.5621383, 6.9979035 49.557917, 6.992403 49.5560368, 6.9939666 49.5493878, 6.998834000000001 49.5461186, 6.9963143 49.5424854, 7.0024473 49.5433043, 7.009114 49.5381399, 7.0156268 49.5373923, 7.0156001 49.5255988, 6.9928294 49.5147975, 6.9772425 49.5106218, 6.9685271 49.5123017, 6.961563 49.509332, 6.9550324 49.5120433, 6.9531149 49.5331028, 6.959004 49.5423808, 6.9543022 49.5537204, 6.96296 49.5594363, 6.9610977 49.5620726, 6.9561354 49.5616946, 6.9567133 49.5654522, 6.9485695 49.5662221, 6.9529319 49.5704486, 6.9497873 49.5738713, 6.9554265 49.5794476, 6.9521739 49.5828243, 6.958554 49.58599390000001, 6.9550695 49.5908843, 6.9565263 49.5976636, 6.9534227 49.5945889, 6.9339575 49.5995284, 6.909551 49.5941839, 6.9056956 49.59043440000001, 6.8952351 49.5972626, 6.8918945 49.6130328))
10277	66625	101.752786	POLYGON ((7.0085198 49.6295407, 7.0123594 49.62838560000001, 7.027988 49.639343, 7.0592575 49.630237, 7.079845400000001 49.6118711, 7.0881834 49.5994375, 7.092685700000001 49.603488, 7.1009775 49.6023823, 7.1002246 49.6056479, 7.1081557 49.5986053, 7.1296704 49.5957749, 7.1413268 49.5970028, 7.146469 49.6025422, 7.1597611 49.6024242, 7.172276300000001 49.6009434, 7.175707799999999 49.59526410000001, 7.1712425 49.5875619, 7.182140999999999 49.5825915, 7.186742300000001 49.5758012, 7.2100141 49.5771375, 7.2139811 49.5744006, 7.210550199999999 49.5685899, 7.2050754 49.5682036, 7.192897000000001 49.5586191, 7.1784356 49.55685800000001, 7.170391900000001 49.5460109, 7.1607552 49.5377115, 7.1495059 49.5393633, 7.1420097 49.5438197, 7.139686 49.5509063, 7.1347036 49.5480027, 7.1201365 49.5509665, 7.106219200000001 49.5484014, 7.1003094 49.5518944, 7.0916602 49.5503724, 7.089604 49.5474342, 7.08354 49.5479512, 7.0905382 49.539684, 7.0858488 49.535535, 7.0806094 49.5334905, 7.0707479 49.5357242, 7.0597568 49.5245327, 7.0498767 49.5253865, 7.0484728 49.5230847, 7.0348226 49.5220513, 7.0257888 49.5265508, 7.0230729 49.5245107, 7.0156001 49.5255988, 7.0156268 49.5373923, 7.009114 49.5381399, 7.0024473 49.5433043, 6.9963143 49.5424854, 6.998834000000001 49.5461186, 6.9939666 49.5493878, 6.992403 49.5560368, 6.9979035 49.557917, 6.9964992 49.5621383, 6.990853 49.5635301, 6.9963414 49.5707619, 7.0084822 49.5722141, 7.0133786 49.5697732, 7.0169488 49.5721921, 7.0149436 49.5755484, 7.0207962 49.5801041, 7.0090715 49.5853369, 7.0120891 49.5878378, 7.0204797 49.5840631, 7.0351053 49.5867248, 7.0414401 49.5954149, 7.0361613 49.5983948, 7.039776100000001 49.6053336, 7.0295935 49.6039947, 7.0176289 49.6094419, 7.0131271 49.6238194, 7.0062532 49.6255741, 7.0085198 49.6295407))
8277	66629	47.929381	POLYGON ((7.210550199999999 49.5685899, 7.218908600000001 49.5649737, 7.236721200000001 49.5678282, 7.2414133 49.5706474, 7.2394737 49.572803, 7.252612899999999 49.5739015, 7.2621375 49.5840984, 7.268558200000001 49.5839606, 7.2623275 49.5719368, 7.2752307 49.5577614, 7.2769354 49.5486094, 7.2760336 49.5376316, 7.287321699999999 49.5346147, 7.303061500000001 49.5356317, 7.2995498 49.5291315, 7.309201000000001 49.5235266, 7.307706200000001 49.5197804, 7.301361000000001 49.5179608, 7.298700500000001 49.5178281, 7.301865100000001 49.5214015, 7.299063400000001 49.5204122, 7.2967898 49.5228397, 7.2858495 49.5168482, 7.288685999999999 49.5130825, 7.2827964 49.5099479, 7.2814185 49.5051704, 7.269444799999999 49.5045826, 7.267301700000001 49.5006224, 7.255660200000001 49.4992609, 7.2186501 49.51071480000001, 7.216592500000001 49.5066333, 7.2059316 49.5018639, 7.2066026 49.5078838, 7.198591500000001 49.5259176, 7.202063 49.5382249, 7.175761299999999 49.5389223, 7.1763113 49.54533300000001, 7.170391900000001 49.5460109, 7.1784356 49.55685800000001, 7.192897000000001 49.5586191, 7.2050754 49.5682036, 7.210550199999999 49.5685899))
12416	66636	57.779974	POLYGON ((6.9100551 49.5017193, 6.918316900000001 49.5077626, 6.9230522 49.5036541, 6.9285265 49.5036731, 6.9550324 49.5120433, 6.961563 49.509332, 6.9685271 49.5123017, 6.9772425 49.5106218, 6.9928294 49.5147975, 7.0156001 49.5255988, 7.0230729 49.5245107, 7.0257888 49.5265508, 7.0348226 49.5220513, 7.0484728 49.5230847, 7.0519614 49.5152167, 7.056393 49.5144308, 7.0558141 49.5049705, 7.0603285 49.5037269, 7.0561356 49.4985268, 7.060256 49.49832620000001, 7.0602505 49.49436130000001, 7.0623051 49.490796, 7.053769600000001 49.489498, 7.0563567 49.4865424, 7.0506238 49.4833905, 7.0474793 49.47252530000001, 7.0429137 49.4714604, 7.0460076 49.4659416, 7.0371157 49.4645679, 7.0300666 49.4599245, 7.0246509 49.4542641, 7.02677 49.4499177, 7.0067873 49.4480386, 6.9953289 49.4379674, 6.9893499 49.4366717, 6.9842796 49.4501912, 6.974314 49.4507511, 6.9785624 49.4533758, 6.9716554 49.4611999, 6.9761097 49.4656934, 6.9701176 49.4701759, 6.9722183 49.4769091, 6.9688287 49.4787479, 6.969005700000001 49.4863011, 6.9633515 49.4877919, 6.9558856 49.4849692, 6.9360806 49.4715584, 6.932312 49.4724916, 6.9248231 49.468665, 6.9117229 49.4791978, 6.9130337 49.4829991, 6.9197276 49.4836774, 6.9263025 49.4888387, 6.9100551 49.5017193))
7424	66640	25.937364	POLYGON ((7.1420097 49.5438197, 7.1495059 49.5393633, 7.1607552 49.5377115, 7.170391900000001 49.5460109, 7.1763113 49.54533300000001, 7.175761299999999 49.5389223, 7.202063 49.5382249, 7.198591500000001 49.5259176, 7.2066026 49.5078838, 7.194611000000001 49.4994469, 7.1834964 49.4980546, 7.183334400000001 49.500103, 7.1742797 49.4927058, 7.165084300000001 49.4911162, 7.1647946 49.4878147, 7.1539155 49.4855078, 7.1493459 49.48641420000001, 7.151338 49.4924311, 7.1427616 49.5073687, 7.1310892 49.506944, 7.1294422 49.5114119, 7.1233395 49.5164337, 7.1221564 49.5278372, 7.1259269 49.527387, 7.1238345 49.52962830000001, 7.1289671 49.53645180000001, 7.1420097 49.5438197))
